name,set,google_search_url,Ungraded,Grade_9,Grade_10,final_url
Nidorina,151,https://www.google.com/search?q=Nidorina 151 site:pricecharting.com,1.3,11.98,35.49,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/nidorina-reverse-holo-30
Watchog,Boundaries Crossed,https://www.google.com/search?q=Watchog Boundaries Crossed site:pricecharting.com,1.49,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/watchog-119
Rayquaza V,Evolving Skies,https://www.google.com/search?q=Rayquaza V Evolving Skies site:pricecharting.com,182.47,198,389.81,https://www.pricecharting.com/game/pokemon-evolving-skies/rayquaza-v-194
Gyarados V,Evolving Skies,https://www.google.com/search?q=Gyarados V Evolving Skies site:pricecharting.com,9.96,16.17,65.95,https://www.pricecharting.com/game/pokemon-evolving-skies/gyarados-v-171
Emolga,Evolving Skies,https://www.google.com/search?q=Emolga Evolving Skies site:pricecharting.com,1.08,12.08,34.15,https://www.pricecharting.com/game/pokemon-evolving-skies/emolga-57
Mimikyu,Cosmic Eclipse,https://www.google.com/search?q=Mimikyu Cosmic Eclipse site:pricecharting.com,24.93,36.35,194.89,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/mimikyu-245
Mienshao,Boundaries Crossed,https://www.google.com/search?q=Mienshao Boundaries Crossed site:pricecharting.com,2.1,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/mienshao-reverse-holo-88
Buneary,Boundaries Crossed,https://www.google.com/search?q=Buneary Boundaries Crossed site:pricecharting.com,1.33,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/buneary-116
Lickitung,151,https://www.google.com/search?q=Lickitung 151 site:pricecharting.com,1.5,12.18,36.04,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/lickitung-reverse-holo-108
Nidoking,Base,https://www.google.com/search?q=Nidoking Base site:pricecharting.com,18.87,80.66,664,https://www.pricecharting.com/game/pokemon-base-set/nidoking-11
Togetic,Neo Genesis,https://www.google.com/search?q=Togetic Neo Genesis site:pricecharting.com,19.53,61.66,364.47,https://www.pricecharting.com/game/pokemon-neo-genesis/togetic-16
Suicune V,Evolving Skies,https://www.google.com/search?q=Suicune V Evolving Skies site:pricecharting.com,7,19.78,45.91,https://www.pricecharting.com/game/pokemon-evolving-skies/suicune-v-173
Hydreigon,Evolving Skies,https://www.google.com/search?q=Hydreigon Evolving Skies site:pricecharting.com,1.6,6,23.25,https://www.pricecharting.com/game/pokemon-evolving-skies/hydreigon-holo-115
Poliwhirl,Evolutions,https://www.google.com/search?q=Poliwhirl Evolutions site:pricecharting.com,1.65,11.54,33.54,https://www.pricecharting.com/game/pokemon-evolutions/poliwhirl-24
Horsea,151,https://www.google.com/search?q=Horsea 151 site:pricecharting.com,1.02,11.55,34.31,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/horsea-116
Bagon,Evolving Skies,https://www.google.com/search?q=Bagon Evolving Skies site:pricecharting.com,0.61,11.16,32.32,https://www.pricecharting.com/game/pokemon-evolving-skies/bagon-107
Oddish,Cosmic Eclipse,https://www.google.com/search?q=Oddish Cosmic Eclipse site:pricecharting.com,1.15,12.72,34.62,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/oddish-2
Sandslash,151,https://www.google.com/search?q=Sandslash 151 site:pricecharting.com,1.1,11.68,27.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/sandslash-28
Metapod,Hidden Fates,https://www.google.com/search?q=Metapod Hidden Fates site:pricecharting.com,0.99,12.34,16,https://www.pricecharting.com/game/pokemon-hidden-fates/metapod-2
Kommo-o,Cosmic Eclipse,https://www.google.com/search?q=Kommo-o Cosmic Eclipse site:pricecharting.com,2.57,16.06,40.29,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/kommo-o-163
Chingling,Majestic Dawn,https://www.google.com/search?q=Chingling Majestic Dawn site:pricecharting.com,5.78,46.62,124.91,https://www.pricecharting.com/game/pokemon-majestic-dawn/chingling-58
Eevee,Majestic Dawn,https://www.google.com/search?q=Eevee Majestic Dawn site:pricecharting.com,2.35,29,54.93,https://www.pricecharting.com/game/pokemon-majestic-dawn/eevee-63
Groudon,Cosmic Eclipse,https://www.google.com/search?q=Groudon Cosmic Eclipse site:pricecharting.com,1.89,34,40.42,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/groudon-113
Dewpider,Cosmic Eclipse,https://www.google.com/search?q=Dewpider Cosmic Eclipse site:pricecharting.com,1.25,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/dewpider-64
Glameow,Majestic Dawn,https://www.google.com/search?q=Glameow Majestic Dawn site:pricecharting.com,2.63,7.5,518.79,https://www.pricecharting.com/game/pokemon-majestic-dawn/glameow-reverse-holo-65
Dhelmise V,Shining Fates,https://www.google.com/search?q=Dhelmise V Shining Fates site:pricecharting.com,1.77,11,15.25,https://www.pricecharting.com/game/pokemon-shining-fates/dhelmise-v-9
Feraligatr,Neo Genesis,https://www.google.com/search?q=Feraligatr Neo Genesis site:pricecharting.com,48,116.17,,https://www.pricecharting.com/game/pokemon-neo-genesis/feraligatr-5
Sunkern,Neo Genesis,https://www.google.com/search?q=Sunkern Neo Genesis site:pricecharting.com,1.59,19.99,24,https://www.pricecharting.com/game/pokemon-neo-genesis/sunkern-78
Manaphy,Majestic Dawn,https://www.google.com/search?q=Manaphy Majestic Dawn site:pricecharting.com,3.99,14.05,95.47,https://www.pricecharting.com/game/pokemon-majestic-dawn/manaphy-8
Zapdos ex,151,https://www.google.com/search?q=Zapdos ex 151 site:pricecharting.com,50.5,52.52,228.75,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/zapdos-ex-202
Ninetales ex,151,https://www.google.com/search?q=Ninetales ex 151 site:pricecharting.com,2.09,10.71,34.98,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/ninetales-ex-38
Dugtrio,Evolutions,https://www.google.com/search?q=Dugtrio Evolutions site:pricecharting.com,1.25,7.04,19.1,https://www.pricecharting.com/game/pokemon-evolutions/dugtrio-56
Bayleef,Neo Genesis,https://www.google.com/search?q=Bayleef Neo Genesis site:pricecharting.com,3.28,22.76,70,https://www.pricecharting.com/game/pokemon-neo-genesis/bayleef-28
Lugia,Neo Genesis,https://www.google.com/search?q=Lugia Neo Genesis site:pricecharting.com,243.5,599.99,32100,https://www.pricecharting.com/game/pokemon-neo-genesis/lugia-9
Oddish,Neo Genesis,https://www.google.com/search?q=Oddish Neo Genesis site:pricecharting.com,1.41,14,24.99,https://www.pricecharting.com/game/pokemon-neo-genesis/oddish-68
Glaceon LV.X,Majestic Dawn,https://www.google.com/search?q=Glaceon LV.X Majestic Dawn site:pricecharting.com,165,475,9050,https://www.pricecharting.com/game/pokemon-majestic-dawn/glaceon-lvx-98
Marill,Neo Genesis,https://www.google.com/search?q=Marill Neo Genesis site:pricecharting.com,1.64,12.09,39.95,https://www.pricecharting.com/game/pokemon-neo-genesis/marill-66
Weavile,Cosmic Eclipse,https://www.google.com/search?q=Weavile Cosmic Eclipse site:pricecharting.com,6.24,15.99,59.71,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/weavile-238
Ambipom,Majestic Dawn,https://www.google.com/search?q=Ambipom Majestic Dawn site:pricecharting.com,1.63,,,https://www.pricecharting.com/game/pokemon-majestic-dawn/ambipom-35
Golurk,Cosmic Eclipse,https://www.google.com/search?q=Golurk Cosmic Eclipse site:pricecharting.com,1.42,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/golurk-90
Espeon VMAX,Evolving Skies,https://www.google.com/search?q=Espeon VMAX Evolving Skies site:pricecharting.com,8.68,24,58,https://www.pricecharting.com/game/pokemon-evolving-skies/espeon-vmax-65
Farfetch'd,Evolutions,https://www.google.com/search?q=Farfetch'd Evolutions site:pricecharting.com,1.22,8.5,19.79,https://www.pricecharting.com/game/pokemon-evolutions/farfetch%27d-68
Eevee,Hidden Fates,https://www.google.com/search?q=Eevee Hidden Fates site:pricecharting.com,22.89,22.49,75,https://www.pricecharting.com/game/pokemon-hidden-fates/eevee-sv41
Gloom,Boundaries Crossed,https://www.google.com/search?q=Gloom Boundaries Crossed site:pricecharting.com,3.31,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/gloom-reverse-holo-2
Arcanine,Evolutions,https://www.google.com/search?q=Arcanine Evolutions site:pricecharting.com,1.51,13.14,71.16,https://www.pricecharting.com/game/pokemon-evolutions/arcanine-18
Croagunk,Boundaries Crossed,https://www.google.com/search?q=Croagunk Boundaries Crossed site:pricecharting.com,2.82,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/croagunk-reverse-holo-64
Dusknoir,Cosmic Eclipse,https://www.google.com/search?q=Dusknoir Cosmic Eclipse site:pricecharting.com,1.76,29.25,35,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/dusknoir-85
Chikorita,Neo Genesis,https://www.google.com/search?q=Chikorita Neo Genesis site:pricecharting.com,1.97,20,53.43,https://www.pricecharting.com/game/pokemon-neo-genesis/chikorita-53
Burmy Sandy Cloak,Majestic Dawn,https://www.google.com/search?q=Burmy Sandy Cloak Majestic Dawn site:pricecharting.com,1.85,,,https://www.pricecharting.com/game/pokemon-majestic-dawn/burmy-sandy-cloak-54
Alolan Persian-GX,Cosmic Eclipse,https://www.google.com/search?q=Alolan Persian-GX Cosmic Eclipse site:pricecharting.com,3.1,15.41,39.99,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/alolan-persian-gx-129
Electabuzz,Neo Genesis,https://www.google.com/search?q=Electabuzz Neo Genesis site:pricecharting.com,2.01,21.47,87,https://www.google.com/search?q=Electabuzz%20Neo%20Genesis%20site:pricecharting.com&channel=35
Metapod,Evolutions,https://www.google.com/search?q=Metapod Evolutions site:pricecharting.com,1,9.73,47,https://www.pricecharting.com/game/pokemon-evolutions/metapod-4
Swablu,Evolving Skies,https://www.google.com/search?q=Swablu Evolving Skies site:pricecharting.com,1.09,12.08,34.15,https://www.pricecharting.com/game/pokemon-evolving-skies/swablu-132
Aipom,Neo Genesis,https://www.google.com/search?q=Aipom Neo Genesis site:pricecharting.com,1.77,22.84,27.8,https://www.pricecharting.com/game/pokemon-neo-genesis/aipom-26
Machop,Evolutions,https://www.google.com/search?q=Machop Evolutions site:pricecharting.com,1.3,9,76,https://www.pricecharting.com/game/pokemon-evolutions/machop-57
Whirlipede,Boundaries Crossed,https://www.google.com/search?q=Whirlipede Boundaries Crossed site:pricecharting.com,1.25,15.58,41.52,https://www.pricecharting.com/game/pokemon-boundaries-crossed/whirlipede-73
Plusle,Majestic Dawn,https://www.google.com/search?q=Plusle Majestic Dawn site:pricecharting.com,2.69,21,75.8,https://www.pricecharting.com/game/pokemon-majestic-dawn/plusle-28
Onix,Neo Genesis,https://www.google.com/search?q=Onix Neo Genesis site:pricecharting.com,1.69,21.32,34.22,https://www.pricecharting.com/game/pokemon-neo-genesis/onix-69
Azurill,Cosmic Eclipse,https://www.google.com/search?q=Azurill Cosmic Eclipse site:pricecharting.com,5.92,22.84,51.83,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/azurill-146
Rufflet,Evolving Skies,https://www.google.com/search?q=Rufflet Evolving Skies site:pricecharting.com,0.99,11.89,33.77,https://www.pricecharting.com/game/pokemon-evolving-skies/rufflet-136
Lillipup,Cosmic Eclipse,https://www.google.com/search?q=Lillipup Cosmic Eclipse site:pricecharting.com,1.25,,20.5,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/lillipup-174
Darumaka,Boundaries Crossed,https://www.google.com/search?q=Darumaka Boundaries Crossed site:pricecharting.com,1.14,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/darumaka-27
Geodude,Hidden Fates,https://www.google.com/search?q=Geodude Hidden Fates site:pricecharting.com,1.06,5.5,19.99,https://www.pricecharting.com/game/pokemon-hidden-fates/geodude-33
Duraludon VMAX,Evolving Skies,https://www.google.com/search?q=Duraludon VMAX Evolving Skies site:pricecharting.com,20,19.99,57,https://www.pricecharting.com/game/pokemon-evolving-skies/duraludon-vmax-220
Flareon,Majestic Dawn,https://www.google.com/search?q=Flareon Majestic Dawn site:pricecharting.com,4.99,27.5,81.2,https://www.pricecharting.com/game/pokemon-majestic-dawn/flareon-19
Kabutops,Majestic Dawn,https://www.google.com/search?q=Kabutops Majestic Dawn site:pricecharting.com,6.64,39.99,315.14,https://www.pricecharting.com/game/pokemon-majestic-dawn/kabutops-6
Flabébé,Cosmic Eclipse,https://www.google.com/search?q=Flabébé Cosmic Eclipse site:pricecharting.com,,,,
Dewgong,Evolutions,https://www.google.com/search?q=Dewgong Evolutions site:pricecharting.com,1.25,7.5,36.76,https://www.pricecharting.com/game/pokemon-evolutions/dewgong-29
Ditto,151,https://www.google.com/search?q=Ditto 151 site:pricecharting.com,1.6,6,23.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/ditto-132
Vileplume,Boundaries Crossed,https://www.google.com/search?q=Vileplume Boundaries Crossed site:pricecharting.com,1.89,23.03,47.39,https://www.pricecharting.com/game/pokemon-boundaries-crossed/vileplume-3
Blitzle,Boundaries Crossed,https://www.google.com/search?q=Blitzle Boundaries Crossed site:pricecharting.com,1.25,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/blitzle-reverse-holo-56
Sylveon V,Evolving Skies,https://www.google.com/search?q=Sylveon V Evolving Skies site:pricecharting.com,121.25,120.5,223.75,https://www.pricecharting.com/game/pokemon-evolving-skies/sylveon-v-184
Rapidash,Cosmic Eclipse,https://www.google.com/search?q=Rapidash Cosmic Eclipse site:pricecharting.com,1.22,12.9,41,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/rapidash-24
Jolteon,Hidden Fates,https://www.google.com/search?q=Jolteon Hidden Fates site:pricecharting.com,1.91,10.82,28,https://www.pricecharting.com/game/pokemon-hidden-fates/jolteon-23
Vaporeon,Jungle,https://www.google.com/search?q=Vaporeon Jungle site:pricecharting.com,13.99,120.72,802.5,https://www.pricecharting.com/game/pokemon-jungle/vaporeon-12
Drowzee,Evolutions,https://www.google.com/search?q=Drowzee Evolutions site:pricecharting.com,0.99,9.87,95.12,https://www.pricecharting.com/game/pokemon-evolutions/drowzee-49
Trevenant VMAX,Evolving Skies,https://www.google.com/search?q=Trevenant VMAX Evolving Skies site:pricecharting.com,2.37,14.29,43.43,https://www.pricecharting.com/game/pokemon-evolving-skies/trevenant-vmax-14
Seadra,Neo Genesis,https://www.google.com/search?q=Seadra Neo Genesis site:pricecharting.com,2.05,16.02,35,https://www.pricecharting.com/game/pokemon-neo-genesis/seadra-48
Kadabra,Base,https://www.google.com/search?q=Kadabra Base site:pricecharting.com,1.99,21.99,108.29,https://www.pricecharting.com/game/pokemon-base-set/kadabra-32
Chinchou,Evolving Skies,https://www.google.com/search?q=Chinchou Evolving Skies site:pricecharting.com,1.07,12.04,34.07,https://www.pricecharting.com/game/pokemon-evolving-skies/chinchou-52
Volcarona V,Evolving Skies,https://www.google.com/search?q=Volcarona V Evolving Skies site:pricecharting.com,1.65,10,15,https://www.pricecharting.com/game/pokemon-evolving-skies/volcarona-v-21
Exeggcute,151,https://www.google.com/search?q=Exeggcute 151 site:pricecharting.com,1.68,12.24,27.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/exeggcute-reverse-holo-102
Whimsicott,Boundaries Crossed,https://www.google.com/search?q=Whimsicott Boundaries Crossed site:pricecharting.com,1.64,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/whimsicott-15
Keldeo,Boundaries Crossed,https://www.google.com/search?q=Keldeo Boundaries Crossed site:pricecharting.com,2.74,21.9,150.01,https://www.pricecharting.com/game/pokemon-boundaries-crossed/keldeo-47
Araquanid,Cosmic Eclipse,https://www.google.com/search?q=Araquanid Cosmic Eclipse site:pricecharting.com,1.31,13.07,35.22,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/araquanid-65
Oshawott,Boundaries Crossed,https://www.google.com/search?q=Oshawott Boundaries Crossed site:pricecharting.com,1.6,16.88,44.21,https://www.pricecharting.com/game/pokemon-boundaries-crossed/oshawott-39
Eldegoss,Shining Fates,https://www.google.com/search?q=Eldegoss Shining Fates site:pricecharting.com,2.99,10.42,18.52,https://www.pricecharting.com/game/pokemon-shining-fates/eldegoss-sv011
Jolteon,Jungle,https://www.google.com/search?q=Jolteon Jungle site:pricecharting.com,34.49,127.39,1199.21,https://www.pricecharting.com/game/pokemon-jungle/jolteon-4
Voltorb,151,https://www.google.com/search?q=Voltorb 151 site:pricecharting.com,1935.23,3250,5347.63,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/voltorb-professor-program-100
Bellossom,Boundaries Crossed,https://www.google.com/search?q=Bellossom Boundaries Crossed site:pricecharting.com,2,40,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/bellossom-reverse-holo-4
Makuhita,Boundaries Crossed,https://www.google.com/search?q=Makuhita Boundaries Crossed site:pricecharting.com,0.95,5.5,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/makuhita-82
Omanyte,151,https://www.google.com/search?q=Omanyte 151 site:pricecharting.com,8,17.34,71.24,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/omanyte-180
Black Kyurem-EX,Boundaries Crossed,https://www.google.com/search?q=Black Kyurem-EX Boundaries Crossed site:pricecharting.com,4.48,25.99,68.99,https://www.pricecharting.com/game/pokemon-boundaries-crossed/black-kyurem-ex-101
Ralts,Cosmic Eclipse,https://www.google.com/search?q=Ralts Cosmic Eclipse site:pricecharting.com,1.11,12.62,34.46,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/ralts-80
Volcarona-GX,Cosmic Eclipse,https://www.google.com/search?q=Volcarona-GX Cosmic Eclipse site:pricecharting.com,2.52,11.34,39.97,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/volcarona-gx-35
Staravia,Majestic Dawn,https://www.google.com/search?q=Staravia Majestic Dawn site:pricecharting.com,1.99,9,39.43,https://www.pricecharting.com/game/pokemon-majestic-dawn/staravia-reverse-holo-47
Cryogonal,Evolving Skies,https://www.google.com/search?q=Cryogonal Evolving Skies site:pricecharting.com,1.49,7.01,35.67,https://www.pricecharting.com/game/pokemon-evolving-skies/cryogonal-43
Reshiram & Zekrom-GX,Cosmic Eclipse,https://www.google.com/search?q=Reshiram & Zekrom-GX Cosmic Eclipse site:pricecharting.com,114.92,136.25,420,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/reshiram-&-zekrom-gx-259
Cottonee,Boundaries Crossed,https://www.google.com/search?q=Cottonee Boundaries Crossed site:pricecharting.com,1,14.47,39.22,https://www.pricecharting.com/game/pokemon-boundaries-crossed/cottonee-14
Ponyta,Base,https://www.google.com/search?q=Ponyta Base site:pricecharting.com,3.13,25.05,46.5,https://www.pricecharting.com/game/pokemon-base-set/ponyta-60
Ursaring,Evolving Skies,https://www.google.com/search?q=Ursaring Evolving Skies site:pricecharting.com,1.09,12.08,34.15,https://www.pricecharting.com/game/pokemon-evolving-skies/ursaring-127
Teddiursa,Cosmic Eclipse,https://www.google.com/search?q=Teddiursa Cosmic Eclipse site:pricecharting.com,1.19,12.81,34.78,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/teddiursa-171
Pidgey,151,https://www.google.com/search?q=Pidgey 151 site:pricecharting.com,1.19,11.81,35.03,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/pidgey-16
Charizard ex,151,https://www.google.com/search?q=Charizard ex 151 site:pricecharting.com,200,209.88,750,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/charizard-ex-199
Mewtwo-EX,Evolutions,https://www.google.com/search?q=Mewtwo-EX Evolutions site:pricecharting.com,19.99,32.49,185.41,https://www.pricecharting.com/game/pokemon-evolutions/mewtwo-ex-103
Starmie BREAK,Evolutions,https://www.google.com/search?q=Starmie BREAK Evolutions site:pricecharting.com,2.73,11.96,33.67,https://www.pricecharting.com/game/pokemon-evolutions/starmie-break-32
Keldeo-EX,Boundaries Crossed,https://www.google.com/search?q=Keldeo-EX Boundaries Crossed site:pricecharting.com,33.03,127.32,567.11,https://www.pricecharting.com/game/pokemon-boundaries-crossed/keldeo-ex-142
Wobbuffet,Boundaries Crossed,https://www.google.com/search?q=Wobbuffet Boundaries Crossed site:pricecharting.com,5.08,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/wobbuffet-reverse-holo-58
Pikachu,Evolutions,https://www.google.com/search?q=Pikachu Evolutions site:pricecharting.com,1.55,15,35,https://www.pricecharting.com/game/pokemon-evolutions/pikachu-35
Solgaleo & Lunala-GX,Cosmic Eclipse,https://www.google.com/search?q=Solgaleo & Lunala-GX Cosmic Eclipse site:pricecharting.com,239.99,315,960,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/solgaleo-&-lunala-gx-216
Delibird,Boundaries Crossed,https://www.google.com/search?q=Delibird Boundaries Crossed site:pricecharting.com,1.23,15.49,41.33,https://www.pricecharting.com/game/pokemon-boundaries-crossed/delibird-38
Vileplume,Jungle,https://www.google.com/search?q=Vileplume Jungle site:pricecharting.com,16.58,71.83,586.51,https://www.pricecharting.com/game/pokemon-jungle/vileplume-15
Rhyhorn,Jungle,https://www.google.com/search?q=Rhyhorn Jungle site:pricecharting.com,1.24,18.9,50,https://www.pricecharting.com/game/pokemon-jungle/rhyhorn-61
Woobat,Cosmic Eclipse,https://www.google.com/search?q=Woobat Cosmic Eclipse site:pricecharting.com,0.99,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/woobat-87
Raichu,Evolutions,https://www.google.com/search?q=Raichu Evolutions site:pricecharting.com,2.98,26.5,74.44,https://www.pricecharting.com/game/pokemon-evolutions/raichu-36
Nuzleaf,Evolving Skies,https://www.google.com/search?q=Nuzleaf Evolving Skies site:pricecharting.com,1,,,https://www.pricecharting.com/game/pokemon-evolving-skies/nuzleaf-96
Magneton,Evolutions,https://www.google.com/search?q=Magneton Evolutions site:pricecharting.com,3.19,14.99,699.99,https://www.pricecharting.com/game/pokemon-evolutions/magneton-38
Sudowoodo,Majestic Dawn,https://www.google.com/search?q=Sudowoodo Majestic Dawn site:pricecharting.com,1.91,9.51,61.38,https://www.pricecharting.com/game/pokemon-majestic-dawn/sudowoodo-48
Chansey,Hidden Fates,https://www.google.com/search?q=Chansey Hidden Fates site:pricecharting.com,1.15,12.75,26.98,https://www.pricecharting.com/game/pokemon-hidden-fates/chansey-46
Alcremie V,Shining Fates,https://www.google.com/search?q=Alcremie V Shining Fates site:pricecharting.com,3.7,16.26,29.27,https://www.pricecharting.com/game/pokemon-shining-fates/alcremie-v-64
Dartrix,Cosmic Eclipse,https://www.google.com/search?q=Dartrix Cosmic Eclipse site:pricecharting.com,0.99,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/dartrix-19
Jumpluff,Neo Genesis,https://www.google.com/search?q=Jumpluff Neo Genesis site:pricecharting.com,7.97,49.99,350,https://www.pricecharting.com/game/pokemon-neo-genesis/jumpluff-7
Meganium,Neo Genesis,https://www.google.com/search?q=Meganium Neo Genesis site:pricecharting.com,29.99,83.92,930.41,https://www.pricecharting.com/game/pokemon-neo-genesis/meganium-10
Heracross,Cosmic Eclipse,https://www.google.com/search?q=Heracross Cosmic Eclipse site:pricecharting.com,1.22,,32.8,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/heracross-9
Hypno,151,https://www.google.com/search?q=Hypno 151 site:pricecharting.com,2.22,13.43,39.5,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/hypno-reverse-holo-97
Dunsparce,Boundaries Crossed,https://www.google.com/search?q=Dunsparce Boundaries Crossed site:pricecharting.com,1.32,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/dunsparce-111
Kingdra,Neo Genesis,https://www.google.com/search?q=Kingdra Neo Genesis site:pricecharting.com,10,56.3,268.69,https://www.pricecharting.com/game/pokemon-neo-genesis/kingdra-8
Skarmory,Boundaries Crossed,https://www.google.com/search?q=Skarmory Boundaries Crossed site:pricecharting.com,3.25,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/skarmory-reverse-holo-96
Lombre,Evolving Skies,https://www.google.com/search?q=Lombre Evolving Skies site:pricecharting.com,1.13,11.91,33.81,https://www.pricecharting.com/game/pokemon-evolving-skies/lombre-33
Phione,Majestic Dawn,https://www.google.com/search?q=Phione Majestic Dawn site:pricecharting.com,4.99,27.29,111.27,https://www.pricecharting.com/game/pokemon-majestic-dawn/phione-12
Hippopotas,Evolving Skies,https://www.google.com/search?q=Hippopotas Evolving Skies site:pricecharting.com,1.28,12.18,34.34,https://www.pricecharting.com/game/pokemon-evolving-skies/hippopotas-84
Spinda,Boundaries Crossed,https://www.google.com/search?q=Spinda Boundaries Crossed site:pricecharting.com,1.23,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/spinda-115
Black Kyurem,Boundaries Crossed,https://www.google.com/search?q=Black Kyurem Boundaries Crossed site:pricecharting.com,99.99,308,1275,https://www.pricecharting.com/game/pokemon-boundaries-crossed/black-kyurem-ex-145
Larvesta,Cosmic Eclipse,https://www.google.com/search?q=Larvesta Cosmic Eclipse site:pricecharting.com,1.21,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/larvesta-34
Electrode,151,https://www.google.com/search?q=Electrode 151 site:pricecharting.com,1.29,8.99,24.99,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/electrode-101
Guzzlord,Cosmic Eclipse,https://www.google.com/search?q=Guzzlord Cosmic Eclipse site:pricecharting.com,5.51,7.84,30,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/guzzlord-136
Frosmoth,Shining Fates,https://www.google.com/search?q=Frosmoth Shining Fates site:pricecharting.com,2.99,4.25,20.5,https://www.pricecharting.com/game/pokemon-shining-fates/frosmoth-sv034
Dragonite,151,https://www.google.com/search?q=Dragonite 151 site:pricecharting.com,1.99,15.2,40,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/dragonite-149
Golduck,Cosmic Eclipse,https://www.google.com/search?q=Golduck Cosmic Eclipse site:pricecharting.com,1.08,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/golduck-41
Rattata,Boundaries Crossed,https://www.google.com/search?q=Rattata Boundaries Crossed site:pricecharting.com,1.29,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/rattata-104
Empoleon,Cosmic Eclipse,https://www.google.com/search?q=Empoleon Cosmic Eclipse site:pricecharting.com,1.7,14.04,36.87,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/empoleon-56
Azumarill,Boundaries Crossed,https://www.google.com/search?q=Azumarill Boundaries Crossed site:pricecharting.com,1.49,15,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/azumarill-37
Marshadow,Cosmic Eclipse,https://www.google.com/search?q=Marshadow Cosmic Eclipse site:pricecharting.com,1.31,13.09,35.26,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/marshadow-103
Carvanha,Evolving Skies,https://www.google.com/search?q=Carvanha Evolving Skies site:pricecharting.com,0.69,11.34,32.67,https://www.pricecharting.com/game/pokemon-evolving-skies/carvanha-35
Raticate,Base,https://www.google.com/search?q=Raticate Base site:pricecharting.com,2.12,21.84,108.14,https://www.pricecharting.com/game/pokemon-base-set/raticate-40
Jynx,Base,https://www.google.com/search?q=Jynx Base site:pricecharting.com,1.83,21.23,95,https://www.pricecharting.com/game/pokemon-base-set/jynx-31
Torterra,Majestic Dawn,https://www.google.com/search?q=Torterra Majestic Dawn site:pricecharting.com,1.99,22.6,62.62,https://www.pricecharting.com/game/pokemon-majestic-dawn/torterra-30
Eevee,Shining Fates,https://www.google.com/search?q=Eevee Shining Fates site:pricecharting.com,1.13,15,42.34,https://www.pricecharting.com/game/pokemon-shining-fates/eevee-52
